node_id,lat,lon
833,38.8973393,-77.0757243
834,38.8973387,-77.0757029
835,38.8973378,-77.075679
836,38.8973367,-77.0756449
837,38.8973367,-77.0756083
838,38.8973388,-77.0755653
839,38.8973418,-77.0755218
840,38.8973462,-77.0754839
841,38.8973529,-77.0754403
842,38.897362,-77.0753896
843,38.8973727,-77.075341
844,38.8973771,-77.0753201
845,38.8973802,-77.075302
846,38.8973841,-77.0752739
847,38.8973888,-77.0752217
848,38.8973934,-77.0751562
849,38.8973978,-77.0749843
850,38.897392,-77.0747671
851,38.897417,-77.0745498
852,38.8974395,-77.0742002
853,38.897445,-77.0741154
854,38.8966384,-77.0715103
855,38.8963428,-77.0715223
856,38.8961755,-77.0715257
857,38.8960392,-77.0715227
858,38.8958421,-77.0715121
859,38.8886128,-77.0754199
860,38.888627,-77.0754454
861,38.8886332,-77.0754564
862,38.8886421,-77.07547
863,38.8886533,-77.0754868
864,38.8886637,-77.0754993
865,38.8886753,-77.0755108
866,38.8886871,-77.0755196
867,38.8887018,-77.0755267
868,38.8887192,-77.0755323
869,38.8887365,-77.0755351
870,38.8888875,-77.0755535
871,38.8892163,-77.0755906
872,38.8893558,-77.0756088
873,38.8898608,-77.0756735
874,38.8962362,-77.0759503
875,38.8962784,-77.0759552
876,38.8963293,-77.0759621
877,38.8963557,-77.0759655
878,38.8964845,-77.0759794
879,38.8966887,-77.076001
880,38.8967477,-77.0760075
881,38.8968736,-77.0760228
882,38.8970869,-77.0760531
883,38.897853,-77.0761323
884,38.8978943,-77.0761352
885,38.8882894,-77.0722802
886,38.8882795,-77.0723041
887,38.888269,-77.0723858
888,38.8881952,-77.0734315
889,38.8881465,-77.0740795
890,38.8968091,-77.068533
891,38.8968366,-77.0685475
892,38.8968553,-77.0685603
893,38.8968726,-77.0685744
894,38.8968913,-77.0685932
895,38.8969087,-77.0686129
896,38.8969252,-77.0686329
897,38.8969444,-77.068658
898,38.8969561,-77.0686756
899,38.896967,-77.068695
900,38.8969773,-77.0687176
901,38.8969867,-77.0687415
902,38.8969946,-77.0687662
903,38.8970024,-77.0687936
904,38.8970072,-77.068816
905,38.897011,-77.0688386
906,38.897014,-77.0688645
907,38.8970161,-77.0688976
908,38.8970182,-77.0689358
909,38.8970234,-77.0690279
910,38.8970365,-77.0693574
911,38.8970388,-77.0695279
912,38.8970482,-77.069729
913,38.8970528,-77.0698104
914,38.8970682,-77.0701389
915,38.8970722,-77.0701994
916,38.8970882,-77.0704423
917,38.8971056,-77.0707048
918,38.8971188,-77.0708628
919,38.897079,-77.0761369
920,38.8970759,-77.0761739
921,38.8970682,-77.076279
922,38.8969965,-77.0771644
923,38.896948,-77.0778152
924,38.8843209,-77.0779246
925,38.8843749,-77.0779517
926,38.8843887,-77.0779586
927,38.8846881,-77.0781087
928,38.8847547,-77.0781389
929,38.8854067,-77.0784296
930,38.8856995,-77.0785601
931,38.8960565,-77.0784422
932,38.8960528,-77.0785627
933,38.8960517,-77.0787546
934,38.89615,-77.0792613
935,38.8961959,-77.0793949
936,38.896235,-77.0795002
937,38.8963218,-77.0796718
938,38.8964197,-77.0798308
939,38.8964518,-77.0798704
940,38.8965053,-77.0799354
941,38.8966013,-77.08004
